,,Product Title,Type,Price Range A (Ksh),Price Range B (Ksh),Min. Order,Company,Ratings (out of 5),Sold
,,OEM 32/40/43/50/55/65/75 inch android11.0 T2S2  Wifi   65 Inch Television Set 4K Smart   LCD Hotel Television,Tv," 7,960.67 ","  8,450.56", 50 pieces,"Hongxi Technology (guangzhou) Co., Ltd.",5,0
,,Wholesale 32 Inch Universal   2K Full HD 1080p Television 32 Inch  Smart,LED," 5,613.30 ","  6,802.63", 1 unit,"Guangzhou City Hong Xian Electronics Co., Ltd.",4.5,0
,,55 Inch Panel   Made In China Smart  32 55 70 80 Inch 4k Home Used Televisions Television 4k Smart,Led," 17,009.98 ","  20,275.90", 1 piece,"Guangdong Waigaa Electronics Co., Ltd.",5,0
,,wholesale cheap price Haina 1080p Multi-language OSD Optional   32 38.5 50 inch smart television set,LED," 14,288.38 ","  25,174.77", 300 pieces,"Guangzhou Weier Haina Electronic Co., Ltd.",5,0
,,"Hanyang T19"" Square LCD   4: 3",LED," 4,082.40 ","  4,490.64", 100 pieces,"Guangzhou Hanyang Electronics Co., Ltd.",0,0
,,32 inch Full HD Wall  Smart Android Hotel  2K 4K UHD,TV," 12,247.19 ","  13,607.98", 100 pieces,EMI COLOR CORP.,0,0
,,New Listing 32Inches Cheap   Televisions With Ntsc/Pal/Secam Receiving System,Led," 17,009.98",0, 1 carton,"Foshan Modern Electronics Co., Ltd.",4.9,0
,,43 inch hotel  UHD OLED 4K Smart,TV," 25,038.69 ","  25,583.01", 300 pieces,"Guangzhou Yangtong Electronics Co., Ltd.",5,0
,,24 32 39 43 55 65 inch smart lcd  flat screen  and   for hotel 24 inch television,tv," 6,803.99 ","  8,845.19", 300 pieces,"Guangzhou Longxiao Electronics Co., Ltd.",5,0
,,32 40 43 50 55 60 65 85inch China Smart Android LCD   4K UHD Factory Flat Screen Television HD LCD  Best smart,LED," 10,886.39",0, 2 pieces,"Guangzhou Qunyi Electronic Technology Co., Ltd.",5,0
,,32 inch Smart   Frameless,LED," 5,171.04 ","  7,892.63", 50 pieces,"Guangzhou Soyer Electronics Technology Co., Ltd.",5,0
,,14 Inch Portable Mini  With HD Battery PVR Supports DVB-T/DVB-T2/ATSC/ISDB/IDTV Small Smart   Television,Tv," 8,300.87 ","  8,504.99", 1 piece,"Shenzhen Konsta Electronic Co., Ltd.",4.6,0
,,LEDTV 26 Red New Factory supply  Definition lcd digital display small television,LED," 8,479.14 ","  8,944.53", 2 pieces,"Guangzhou Tengo Electronic Technology Co., Ltd.",4.7,0
,,"Vitek QLED Monitor Manufacturers 65 inch 4K  , OEM Android QLED television Smart  65 inch 4K UHD",LED," 47,627.93 ","  92,534.27", 200 pieces,"Shenzhen Vitek Electronics Co., Ltd.",4.8,0
,,Fancy   65 inch smart android,led," 25,174.77 ","  25,583.01", 500 pieces,"Jiangmen Jinling Electrical Appliances Co., Ltd.",5,0
,,Best price Durable Quality Full HD Smart   Best Flat Screen Buy At Low Price,LED," 9,797.75 ","  13,607.98", 500 pieces,SUPERFINE INTERNATIONAL,0,0
,,32 40 43 50 55 60 65 70 75 80 85 100 Inches   4K 50 Inch Smart Television,Led," 24,222.21 ","  24,766.53", 389 pieces,"Minrun Electronic Technology (guangzhou) Co., Ltd.",4.9,0
,,Cheap  Television Portable  7 Inch Digital  With DVB-T / ISDB-T / ATSC Receiving System,LED," 6,667.92 ","  6,940.07", 1 piece,"Shenzhen VansDisplay LCD Technology Co., Ltd.",5,0
,,Wholesale   32/43/50/55/65 Inch Televisions LCD  Smart,LED," 8,436.95 ","  9,933.83", 10 pieces,"Hongxi Technology (guangzhou) Co., Ltd.",5,0
,,Televisores smart   32 40 55 80 inch,led," 13,471.91 ","  52,798.97", 100 sets,"Guangzhou Souxin Appliances Co., Ltd.",0,0
,,A Grade China Factory Wholesale conference  Smart  HD Office Television,LED," 53,887.61 ","  54,704.08", 100 pieces,"Guangzhou Soho Industry Co., Limited",4.8,0
,,Customize Smart  50inch Ultra HD LCD   Television 60 70 75 80 Inch 4K Smart,TV," 14,662.60 ","  17,766.58", 1 piece,"Guangzhou Yitai Electronics Co., Ltd.",4.5,0
,,OEM android 8K television 100 inch 4k ultra hd   smart,led," 27,215.96 ","  44,906.34", 2 pieces,"HK MAIRUN INDUSTRIAL CO., LIMITED",4.3,0
,,Hitv 55inch Curved   Screen Ultra HD Television 4K 55 65 75 Inch Smart,LED," 19,258.02 ","  22,298.04", 1 unit,"Guangzhou City Hong Xian Electronics Co., Ltd.",4.5,0
,,Hot Sale Smart  For  Inteligente 4k Ultra Hd 55 Pulgadas  Factory Home Hotel Android Televisores   HD,TV," 17,009.98 ","  20,275.90", 1 piece,"Guangdong Waigaa Electronics Co., Ltd.",5,0
,,Best Quality Hd  Black Oem Wholesale Home Television 32 40 42 43 50 55 Inch Wifi Android Ckd Skd Lcd 4k Smart  Factory,TV," 6,531.84 ","  6,803.99", 500 pieces,"Guangzhou Nashinal Microelectronics Technology Co., Ltd.",0,0
,,quality guarantee Factory direct sale  Cheap  40-inch Android Smart  LCD,TV," 14,410.86 ","  16,315.97", 345 pieces,"Haining Anyu Digital And Technology Co., Ltd.",0,0
,,"China LCD  Manufacturer Wholesale Price 15"" - 32"" DC 12V Solar Television 15 inch",TV," 2,721.60 ","  5,443.20", 1 set,"Guangzhou Gold&Lucky Electronics Technology Co., Ltd.",4.5,0
,,Wholesale Price Smart  Factory direct Large Screen   50-75Inch Smart 4K  High Definition Television,TV," 18,166.66 ","  51,097.97", 300 pieces,"Guangzhou Weier Haina Electronic Co., Ltd.",5,0
,,Hangyang A17   17 lcd   STARX,Led," 2,721.60 ","  3,129.84", 100 pieces,"Guangzhou Hanyang Electronics Co., Ltd.",0,0
,,OEM factory flat screen low price monitor gaming   40 inch  panel  lcd televisions in stock,led," 9,661.67 ","  10,205.99", 1 piece,Guangzhou Lucky Star Electronics Products Factory,4.6,0
,,32 inch Full HD   advertisement hotel commercial android smart,LED," 10,886.39 ","  11,975.03", 100 pieces,EMI COLOR CORP.,0,0
,,"27""   Touch Screen Smart",LED," 71,986.22",0, 1 box,"Dongguan Shineworld Innovations Technology Co., Ltd.",5,0
,,Smart Television Hd   Low Consumption 32 Inch 720p with Digital Signal Support OSD Mult Language Android 2G16G Black OEM,Led," 7,484.39 ","  8,845.19", 100 pieces,"Shenzhen Jinshidingcheng Technology Co., Ltd.",0,0
,,Manufacturer Quality Assurance  Lcd 4K Smart 55 Inch Super Televisions,Led," 32,387.00 ","  34,019.95", 2 cartons,"Foshan Modern Electronics Co., Ltd.",4.9,0
